uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
RS,SRAG,IGNORADO,"80 - 89",M,1
RS,SRAG,OUTRO,"80 - 89",F,1
RS,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",F,3
RS,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",M,5
SC,OUTRAS,DOMICILIO,"80 - 89",F,798
SC,OUTRAS,DOMICILIO,"80 - 89",M,939
SC,OUTRAS,HOSPITAL,"80 - 89",F,1586
SC,OUTRAS,HOSPITAL,"80 - 89",I,1
SC,OUTRAS,HOSPITAL,"80 - 89",M,1624
SC,OUTRAS,IGNORADO,"80 - 89",F,5
SC,OUTRAS,IGNORADO,"80 - 89",M,10
SC,OUTRAS,OUTRO,"80 - 89",F,56
SC,OUTRAS,OUTRO,"80 - 89",M,65
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,78
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,83
SC,OUTRAS,POSTO_SAUDE,"80 - 89",F,2
SC,OUTRAS,POSTO_SAUDE,"80 - 89",M,1
SC,OUTRAS,VIA_PUBLICA,"80 - 89",F,4
SC,OUTRAS,VIA_PUBLICA,"80 - 89",M,11
SC,COVID,DOMICILIO,"80 - 89",F,10
SC,COVID,DOMICILIO,"80 - 89",M,18
SC,COVID,HOSPITAL,"80 - 89",F,591
SC,COVID,HOSPITAL,"80 - 89",M,750
SC,COVID,IGNORADO,"80 - 89",F,2
SC,COVID,IGNORADO,"80 - 89",M,2
SC,COVID,OUTRO,"80 - 89",F,4
SC,COVID,OUTRO,"80 - 89",M,3
SC,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,3
SC,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
SC,INDETERMINADA,DOMICILIO,"80 - 89",F,21
SC,INDETERMINADA,DOMICILIO,"80 - 89",M,21
SC,INDETERMINADA,HOSPITAL,"80 - 89",F,3
SC,INDETERMINADA,HOSPITAL,"80 - 89",M,6
SC,INDETERMINADA,OUTRO,"80 - 89",F,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,53
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,98
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,295
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,277
SC,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,1
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,3
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,4
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,7
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,6
SC,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",F,2
SC,PNEUMONIA,DOMICILIO,"80 - 89",F,54
SC,PNEUMONIA,DOMICILIO,"80 - 89",M,55
SC,PNEUMONIA,HOSPITAL,"80 - 89",F,733
SC,PNEUMONIA,HOSPITAL,"80 - 89",M,863
SC,PNEUMONIA,OUTRO,"80 - 89",F,9
SC,PNEUMONIA,OUTRO,"80 - 89",M,10
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,10
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
SC,SEPTICEMIA,DOMICILIO,"80 - 89",F,20
SC,SEPTICEMIA,DOMICILIO,"80 - 89",M,16
SC,SEPTICEMIA,HOSPITAL,"80 - 89",F,661
SC,SEPTICEMIA,HOSPITAL,"80 - 89",M,551
SC,SEPTICEMIA,IGNORADO,"80 - 89",F,1
SC,SEPTICEMIA,IGNORADO,"80 - 89",M,1
SC,SEPTICEMIA,OUTRO,"80 - 89",F,6
SC,SEPTICEMIA,OUTRO,"80 - 89",M,3
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,10
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,5
SC,SRAG,HOSPITAL,"80 - 89",F,8
SC,SRAG,HOSPITAL,"80 - 89",M,11
SC,SRAG,OUTRO,"80 - 89",F,1
SE,OUTRAS,AMBULANCIA,"80 - 89",F,1
SE,OUTRAS,DOMICILIO,"80 - 89",F,214
SE,OUTRAS,DOMICILIO,"80 - 89",M,204
SE,OUTRAS,HOSPITAL,"80 - 89",F,270
SE,OUTRAS,HOSPITAL,"80 - 89",M,277
SE,OUTRAS,IGNORADO,"80 - 89",F,1
SE,OUTRAS,IGNORADO,"80 - 89",M,9
SE,OUTRAS,OUTRO,"80 - 89",F,10
SE,OUTRAS,OUTRO,"80 - 89",M,5
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,146
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,195
SE,OUTRAS,POSTO_SAUDE,"80 - 89",F,1
SE,OUTRAS,VIA_PUBLICA,"80 - 89",F,2
SE,OUTRAS,VIA_PUBLICA,"80 - 89",M,3
SE,COVID,DOMICILIO,"80 - 89",M,8
SE,COVID,HOSPITAL,"80 - 89",F,212
SE,COVID,HOSPITAL,"80 - 89",M,279
SE,COVID,IGNORADO,"80 - 89",F,2
SE,COVID,IGNORADO,"80 - 89",M,1
SE,COVID,OUTRO,"80 - 89",F,1
SE,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,5
SE,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
SE,INDETERMINADA,DOMICILIO,"80 - 89",F,8
SE,INDETERMINADA,DOMICILIO,"80 - 89",M,9
SE,INDETERMINADA,HOSPITAL,"80 - 89",F,4
SE,INDETERMINADA,HOSPITAL,"80 - 89",M,2
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,18
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,15
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,52
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,67
SE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,1
SE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,2
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,15
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,18
SE,PNEUMONIA,DOMICILIO,"80 - 89",F,10
SE,PNEUMONIA,DOMICILIO,"80 - 89",M,13
SE,PNEUMONIA,HOSPITAL,"80 - 89",F,173
SE,PNEUMONIA,HOSPITAL,"80 - 89",M,180
SE,PNEUMONIA,IGNORADO,"80 - 89",F,2
SE,PNEUMONIA,IGNORADO,"80 - 89",M,3
SE,PNEUMONIA,OUTRO,"80 - 89",F,1
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,7
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
SE,SEPTICEMIA,DOMICILIO,"80 - 89",F,11
SE,SEPTICEMIA,DOMICILIO,"80 - 89",M,11
SE,SEPTICEMIA,HOSPITAL,"80 - 89",F,168
SE,SEPTICEMIA,HOSPITAL,"80 - 89",M,163
SE,SEPTICEMIA,IGNORADO,"80 - 89",F,3
SE,SEPTICEMIA,IGNORADO,"80 - 89",M,1
SE,SEPTICEMIA,OUTRO,"80 - 89",M,1
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,5
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,9
SE,SRAG,DOMICILIO,"80 - 89",M,1
SE,SRAG,HOSPITAL,"80 - 89",F,10
SE,SRAG,HOSPITAL,"80 - 89",M,13
SP,OUTRAS,AMBULANCIA,"80 - 89",F,2
SP,OUTRAS,AMBULANCIA,"80 - 89",M,2
SP,OUTRAS,DOMICILIO,"80 - 89",F,4919
SP,OUTRAS,DOMICILIO,"80 - 89",I,6
SP,OUTRAS,DOMICILIO,"80 - 89",M,5128
SP,OUTRAS,HOSPITAL,"80 - 89",F,10520
SP,OUTRAS,HOSPITAL,"80 - 89",I,13
SP,OUTRAS,HOSPITAL,"80 - 89",M,10071
SP,OUTRAS,IGNORADO,"80 - 89",F,63
SP,OUTRAS,IGNORADO,"80 - 89",I,30
SP,OUTRAS,IGNORADO,"80 - 89",M,59
SP,OUTRAS,OUTRO,"80 - 89",F,500
SP,OUTRAS,OUTRO,"80 - 89",M,465
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,919
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",I,1
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,870
SP,OUTRAS,POSTO_SAUDE,"80 - 89",F,29
SP,OUTRAS,POSTO_SAUDE,"80 - 89",M,19
SP,OUTRAS,VIA_PUBLICA,"80 - 89",F,33
SP,OUTRAS,VIA_PUBLICA,"80 - 89",M,99
SP,COVID,DOMICILIO,"80 - 89",F,97
SP,COVID,DOMICILIO,"80 - 89",M,143
SP,COVID,HOSPITAL,"80 - 89",F,5384
SP,COVID,HOSPITAL,"80 - 89",M,6498
SP,COVID,IGNORADO,"80 - 89",F,13
SP,COVID,IGNORADO,"80 - 89",M,16
SP,COVID,OUTRO,"80 - 89",F,48
SP,COVID,OUTRO,"80 - 89",M,63
SP,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,166
SP,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,170
SP,COVID,POSTO_SAUDE,"80 - 89",F,3
SP,COVID,POSTO_SAUDE,"80 - 89",M,4
SP,COVID,VIA_PUBLICA,"80 - 89",M,2
SP,INDETERMINADA,DOMICILIO,"80 - 89",F,97
SP,INDETERMINADA,DOMICILIO,"80 - 89",M,99
SP,INDETERMINADA,HOSPITAL,"80 - 89",F,42
SP,INDETERMINADA,HOSPITAL,"80 - 89",M,34
SP,INDETERMINADA,IGNORADO,"80 - 89",F,2
SP,INDETERMINADA,OUTRO,"80 - 89",F,2
SP,INDETERMINADA,OUTRO,"80 - 89",M,4
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,6
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,9
SP,INDETERMINADA,VIA_PUBLICA,"80 - 89",F,1
SP,INDETERMINADA,VIA_PUBLICA,"80 - 89",M,1
SP,INSUFICIENCIA_RESPIRATORIA,AMBULANCIA,"80 - 89",F,1
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,423
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,453
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,2490
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",I,1
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,2339
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",F,10
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,4
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,61
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,53
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,227
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,187
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"80 - 89",F,5
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"80 - 89",M,3
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",F,1
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",M,5
SP,PNEUMONIA,DOMICILIO,"80 - 89",F,295
SP,PNEUMONIA,DOMICILIO,"80 - 89",M,393
SP,PNEUMONIA,HOSPITAL,"80 - 89",F,6525
SP,PNEUMONIA,HOSPITAL,"80 - 89",I,1
SP,PNEUMONIA,HOSPITAL,"80 - 89",M,7149
SP,PNEUMONIA,IGNORADO,"80 - 89",F,24
SP,PNEUMONIA,IGNORADO,"80 - 89",M,25
SP,PNEUMONIA,OUTRO,"80 - 89",F,86
SP,PNEUMONIA,OUTRO,"80 - 89",M,92
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,254
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,271
SP,PNEUMONIA,POSTO_SAUDE,"80 - 89",F,2
SP,PNEUMONIA,POSTO_SAUDE,"80 - 89",M,4
SP,PNEUMONIA,VIA_PUBLICA,"80 - 89",F,3
SP,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,4
SP,SEPTICEMIA,AMBULANCIA,"80 - 89",M,1
SP,SEPTICEMIA,DOMICILIO,"80 - 89",F,158
SP,SEPTICEMIA,DOMICILIO,"80 - 89",M,135
SP,SEPTICEMIA,HOSPITAL,"80 - 89",F,5224
SP,SEPTICEMIA,HOSPITAL,"80 - 89",M,4056
SP,SEPTICEMIA,IGNORADO,"80 - 89",F,22
SP,SEPTICEMIA,IGNORADO,"80 - 89",M,13
SP,SEPTICEMIA,OUTRO,"80 - 89",F,66
SP,SEPTICEMIA,OUTRO,"80 - 89",M,47
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,176
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,136
SP,SEPTICEMIA,POSTO_SAUDE,"80 - 89",F,2
SP,SEPTICEMIA,POSTO_SAUDE,"80 - 89",M,4
SP,SEPTICEMIA,VIA_PUBLICA,"80 - 89",F,1
SP,SRAG,DOMICILIO,"80 - 89",F,17
SP,SRAG,DOMICILIO,"80 - 89",M,11
SP,SRAG,HOSPITAL,"80 - 89",F,267
SP,SRAG,HOSPITAL,"80 - 89",M,254
SP,SRAG,IGNORADO,"80 - 89",M,1
SP,SRAG,OUTRO,"80 - 89",F,3
SP,SRAG,OUTRO,"80 - 89",M,7
SP,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",F,16
SP,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",M,29
TO,OUTRAS,DOMICILIO,"80 - 89",F,120
TO,OUTRAS,DOMICILIO,"80 - 89",I,1
TO,OUTRAS,DOMICILIO,"80 - 89",M,157
TO,OUTRAS,HOSPITAL,"80 - 89",F,162
TO,OUTRAS,HOSPITAL,"80 - 89",I,1
TO,OUTRAS,HOSPITAL,"80 - 89",M,183
TO,OUTRAS,IGNORADO,"80 - 89",F,1
TO,OUTRAS,IGNORADO,"80 - 89",M,2
TO,OUTRAS,OUTRO,"80 - 89",F,5
TO,OUTRAS,OUTRO,"80 - 89",M,11
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,7
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,6
TO,OUTRAS,POSTO_SAUDE,"80 - 89",M,2
TO,OUTRAS,VIA_PUBLICA,"80 - 89",F,4
TO,OUTRAS,VIA_PUBLICA,"80 - 89",M,7
TO,COVID,DOMICILIO,"80 - 89",F,6
TO,COVID,DOMICILIO,"80 - 89",M,9
TO,COVID,HOSPITAL,"80 - 89",F,73
TO,COVID,HOSPITAL,"80 - 89",I,1
TO,COVID,HOSPITAL,"80 - 89",M,152
TO,COVID,OUTRO,"80 - 89",M,3
TO,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,4
TO,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
TO,COVID,VIA_PUBLICA,"80 - 89",F,1
TO,INDETERMINADA,DOMICILIO,"80 - 89",M,1
TO,INDETERMINADA,HOSPITAL,"80 - 89",F,2
TO,INDETERMINADA,OUTRO,"80 - 89",M,2
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,20
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,16
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,28
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,40
TO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,1
TO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,1
TO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,6
TO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",F,1
TO,PNEUMONIA,DOMICILIO,"80 - 89",F,5
TO,PNEUMONIA,DOMICILIO,"80 - 89",M,13
TO,PNEUMONIA,HOSPITAL,"80 - 89",F,82
TO,PNEUMONIA,HOSPITAL,"80 - 89",M,130
TO,PNEUMONIA,IGNORADO,"80 - 89",M,1
TO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
TO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
TO,SEPTICEMIA,DOMICILIO,"80 - 89",F,6
TO,SEPTICEMIA,DOMICILIO,"80 - 89",M,5
TO,SEPTICEMIA,HOSPITAL,"80 - 89",F,44
TO,SEPTICEMIA,HOSPITAL,"80 - 89",M,59
TO,SEPTICEMIA,OUTRO,"80 - 89",M,1
TO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
TO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
TO,SRAG,HOSPITAL,"80 - 89",F,2
TO,SRAG,HOSPITAL,"80 - 89",M,3
TO,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
AC,OUTRAS,DOMICILIO,"90 - 99",F,57
AC,OUTRAS,DOMICILIO,"90 - 99",M,77
AC,OUTRAS,HOSPITAL,"90 - 99",F,39
AC,OUTRAS,HOSPITAL,"90 - 99",M,33
AC,OUTRAS,OUTRO,"90 - 99",F,7
AC,OUTRAS,OUTRO,"90 - 99",M,11
AC,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
AC,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,3
AC,OUTRAS,VIA_PUBLICA,"90 - 99",M,1
AC,COVID,DOMICILIO,"90 - 99",F,1
AC,COVID,DOMICILIO,"90 - 99",M,5
AC,COVID,HOSPITAL,"90 - 99",F,25
AC,COVID,HOSPITAL,"90 - 99",M,46
AC,COVID,OUTRO,"90 - 99",F,1
AC,COVID,OUTRO,"90 - 99",M,2
AC,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
AC,INDETERMINADA,DOMICILIO,"90 - 99",F,2
AC,INDETERMINADA,DOMICILIO,"90 - 99",M,1
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,3
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,6
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,6
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,14
AC,PNEUMONIA,DOMICILIO,"90 - 99",F,2
AC,PNEUMONIA,DOMICILIO,"90 - 99",M,3
AC,PNEUMONIA,HOSPITAL,"90 - 99",F,48
AC,PNEUMONIA,HOSPITAL,"90 - 99",M,60
AC,PNEUMONIA,OUTRO,"90 - 99",F,1
AC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
AC,PNEUMONIA,VIA_PUBLICA,"90 - 99",M,1
AC,SEPTICEMIA,DOMICILIO,"90 - 99",M,2
AC,SEPTICEMIA,HOSPITAL,"90 - 99",F,12
AC,SEPTICEMIA,HOSPITAL,"90 - 99",M,12
AC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
AC,SEPTICEMIA,VIA_PUBLICA,"90 - 99",F,1
AC,SRAG,HOSPITAL,"90 - 99",F,1
AL,OUTRAS,DOMICILIO,"90 - 99",F,470
AL,OUTRAS,DOMICILIO,"90 - 99",M,334
AL,OUTRAS,HOSPITAL,"90 - 99",F,194
AL,OUTRAS,HOSPITAL,"90 - 99",M,152
AL,OUTRAS,IGNORADO,"90 - 99",F,2
AL,OUTRAS,OUTRO,"90 - 99",F,5
AL,OUTRAS,OUTRO,"90 - 99",M,4
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,6
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,14
AL,OUTRAS,VIA_PUBLICA,"90 - 99",F,2
AL,OUTRAS,VIA_PUBLICA,"90 - 99",M,2
AL,COVID,DOMICILIO,"90 - 99",F,8
AL,COVID,DOMICILIO,"90 - 99",M,7
AL,COVID,HOSPITAL,"90 - 99",F,106
AL,COVID,HOSPITAL,"90 - 99",M,112
AL,COVID,OUTRO,"90 - 99",M,1
AL,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,6
AL,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,6
AL,INDETERMINADA,DOMICILIO,"90 - 99",F,7
AL,INDETERMINADA,DOMICILIO,"90 - 99",M,6
AL,INDETERMINADA,HOSPITAL,"90 - 99",F,2
AL,INDETERMINADA,HOSPITAL,"90 - 99",M,4
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,66
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,44
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,54
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,41
AL,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,3
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
AL,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"90 - 99",F,1
AL,PNEUMONIA,AMBULANCIA,"90 - 99",F,1
AL,PNEUMONIA,DOMICILIO,"90 - 99",F,46
AL,PNEUMONIA,DOMICILIO,"90 - 99",M,23
AL,PNEUMONIA,HOSPITAL,"90 - 99",F,163
AL,PNEUMONIA,HOSPITAL,"90 - 99",M,126
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,3
AL,SEPTICEMIA,DOMICILIO,"90 - 99",F,28
AL,SEPTICEMIA,DOMICILIO,"90 - 99",M,18
AL,SEPTICEMIA,HOSPITAL,"90 - 99",F,150
AL,SEPTICEMIA,HOSPITAL,"90 - 99",M,73
AL,SEPTICEMIA,OUTRO,"90 - 99",F,1
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
AL,SRAG,DOMICILIO,"90 - 99",M,1
AL,SRAG,HOSPITAL,"90 - 99",F,16
AL,SRAG,HOSPITAL,"90 - 99",M,16
AL,SRAG,OUTRO,"90 - 99",F,1
AL,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
AM,OUTRAS,DOMICILIO,"90 - 99",F,322
AM,OUTRAS,DOMICILIO,"90 - 99",M,291
AM,OUTRAS,HOSPITAL,"90 - 99",F,177
AM,OUTRAS,HOSPITAL,"90 - 99",M,149
AM,OUTRAS,IGNORADO,"90 - 99",F,1
AM,OUTRAS,IGNORADO,"90 - 99",M,1
AM,OUTRAS,OUTRO,"90 - 99",F,9
AM,OUTRAS,OUTRO,"90 - 99",M,9
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,4
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
AM,OUTRAS,VIA_PUBLICA,"90 - 99",F,1
AM,OUTRAS,VIA_PUBLICA,"90 - 99",M,1
AM,COVID,DOMICILIO,"90 - 99",F,15
AM,COVID,DOMICILIO,"90 - 99",M,22
AM,COVID,HOSPITAL,"90 - 99",F,114
AM,COVID,HOSPITAL,"90 - 99",M,127
AM,COVID,OUTRO,"90 - 99",F,2
AM,COVID,OUTRO,"90 - 99",M,6
AM,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
AM,INDETERMINADA,DOMICILIO,"90 - 99",F,9
AM,INDETERMINADA,DOMICILIO,"90 - 99",M,15
AM,INDETERMINADA,HOSPITAL,"90 - 99",F,1
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,15
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,15
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,34
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,23
AM,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,2
AM,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,1
AM,PNEUMONIA,DOMICILIO,"90 - 99",F,14
AM,PNEUMONIA,DOMICILIO,"90 - 99",M,19
AM,PNEUMONIA,HOSPITAL,"90 - 99",F,183
AM,PNEUMONIA,HOSPITAL,"90 - 99",M,166
AM,PNEUMONIA,OUTRO,"90 - 99",F,1
AM,PNEUMONIA,OUTRO,"90 - 99",M,5
AM,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
AM,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
AM,SEPTICEMIA,DOMICILIO,"90 - 99",F,12
AM,SEPTICEMIA,DOMICILIO,"90 - 99",M,7
AM,SEPTICEMIA,HOSPITAL,"90 - 99",F,90
AM,SEPTICEMIA,HOSPITAL,"90 - 99",M,81
AM,SEPTICEMIA,OUTRO,"90 - 99",F,1
AM,SEPTICEMIA,VIA_PUBLICA,"90 - 99",M,1
AM,SRAG,DOMICILIO,"90 - 99",F,4
AM,SRAG,DOMICILIO,"90 - 99",M,4
AM,SRAG,HOSPITAL,"90 - 99",F,33
AM,SRAG,HOSPITAL,"90 - 99",M,39
AM,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
AM,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
AP,OUTRAS,DOMICILIO,"90 - 99",F,48
AP,OUTRAS,DOMICILIO,"90 - 99",I,1
AP,OUTRAS,DOMICILIO,"90 - 99",M,45
AP,OUTRAS,HOSPITAL,"90 - 99",F,16
AP,OUTRAS,HOSPITAL,"90 - 99",M,19
AP,OUTRAS,OUTRO,"90 - 99",M,1
AP,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
AP,COVID,DOMICILIO,"90 - 99",F,2
AP,COVID,DOMICILIO,"90 - 99",M,5
AP,COVID,HOSPITAL,"90 - 99",F,37
AP,COVID,HOSPITAL,"90 - 99",M,30
AP,COVID,OUTRO,"90 - 99",F,2
AP,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
AP,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,3
AP,COVID,POSTO_SAUDE,"90 - 99",M,1
AP,INDETERMINADA,DOMICILIO,"90 - 99",M,1
AP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,5
AP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,12
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,4
